DB00041	DB01224
DB00484	DB09117
DB00690	DB09054
DB00853	DB06688
DB01263	DB09049
DB00788	DB01203
DB00388	DB00422
DB00794	DB00898
DB00559	DB00820
DB01098	DB01393
DB00318	DB01104
DB00862	DB00925
DB08875	DB09073
DB00280	DB00672
DB00898	DB01367
DB00543	DB00898
DB01223	DB09080
DB00607	DB01181
DB00269	DB00688
DB01156	DB04946
DB01254	DB06413
DB00635	DB00930
DB00248	DB01267
DB00312	DB00964
DB00484	DB00572
DB00765	DB00956
DB01009	DB01398
DB00390	DB09287
DB01124	DB04946
DB00934	DB08893
DB00266	DB01060
DB00393	DB00476
DB00177	DB00964
DB00206	DB01232
DB00820	DB01320
DB01118	DB01244
DB00455	DB09034
DB01219	DB08912
DB00201	DB01354
DB00820	DB01612
DB06228	DB09036
DB00559	DB00625
DB00672	DB01136
DB00425	DB05246
DB00726	DB09271
DB00470	DB04843
DB01319	DB09039
DB00072	DB00488
DB00976	DB01394
DB00277	DB01407
DB00477	DB01264
DB00460	DB00573
DB00935	DB01551
DB00758	DB01109
DB00864	DB04572
DB00208	DB01223
DB00237	DB09123
DB00176	DB08794
DB00470	DB00854
DB00237	DB01418
DB00927	DB08864
DB01045	DB06290
DB00468	DB01208
DB00924	DB00972
DB00986	DB04924
DB00679	DB00707
DB00479	DB00578
DB01288	DB01576
DB00378	DB09075
DB00897	DB02703
DB00283	DB00765
DB00722	DB00945
DB00474	DB01357
DB00619	DB01050
DB01049	DB06144
DB00628	DB00872
DB00514	DB01264
DB01614	DB09068
DB00620	DB01656
DB06335	DB06791
DB00268	DB00564
DB00252	DB01008
DB00384	DB00966
DB00080	DB00641
DB00195	DB00422
DB00177	DB01359
DB00615	DB06212
DB00724	DB00864
DB00749	DB00974
DB00823	DB01109
DB00070	DB00394
DB00503	DB02703
DB00196	DB01181
DB05521	DB06480
DB00898	DB00911
DB01026	DB09054
DB00865	DB01267
DB00820	DB09477
DB01319	DB09083
DB00752	DB01063
DB01359	DB09282
DB00374	DB00482
DB00956	DB01609
DB00342	DB01232
DB00425	DB00559
DB01072	DB08865
DB00503	DB00641
DB00921	DB01021
DB08877	DB09118
DB00196	DB00496
DB00008	DB00697
DB00668	DB00752
DB00623	DB06288
DB01151	DB01624
DB00273	DB00898
DB00418	DB00612
DB00461	DB00955
DB00486	DB00543
DB00346	DB00503
DB00333	DB00765
DB00648	DB06287
DB00390	DB01600
DB00572	DB01037
DB00862	DB00960
DB00159	DB00726
DB00653	DB01201
DB00418	DB00571
DB00924	DB01021
DB00401	DB04884
DB00436	DB01354
DB00956	DB01106
DB00988	DB11124
DB00559	DB09068
DB00611	DB00887
DB00454	DB00875
DB00656	DB01609
DB00612	DB00975
DB00370	DB01017
DB00268	DB01219
DB00541	DB09073
DB00007	DB06616
DB00573	DB01398
DB00994	DB01163
DB00938	DB06698
DB00559	DB09143
DB00957	DB04876
DB01251	DB06789
DB00091	DB01764
DB00673	DB09083
DB00794	DB11256
DB00783	DB00912
DB00672	DB01232
DB00503	DB09027
DB00215	DB00409
DB01251	DB01264
DB00486	DB00497
DB00908	DB08820
DB00657	DB09220
DB00695	DB01306
DB05812	DB08899
DB00328	DB09053
DB00648	DB08820
DB00104	DB01184
DB01024	DB09323
DB00315	DB00889
DB00783	DB08882
DB00266	DB01098
DB00241	DB01023
DB00081	DB09075
DB00181	DB00540
DB00252	DB00503
DB00677	DB00977
DB00501	DB00675
DB06207	DB08933
DB00218	DB09267
DB01418	DB03619
DB01174	DB09065
DB01307	DB02546
DB00688	DB01656
DB00207	DB08864
DB01320	DB08882
DB00333	DB01167
DB00951	DB01201
DB01080	DB06201
DB00862	DB00876
DB00031	DB00261
DB00047	DB00246
DB00550	DB09293
DB01254	DB08813
DB00081	DB06228
DB00932	DB06271
DB00312	DB00594
DB00486	DB04946
DB00363	DB00958
DB00026	DB01041
DB01115	DB01254
DB06287	DB06290
DB00091	DB00749
DB00335	DB06218
DB01021	DB09564
DB00177	DB00350
DB00976	DB01062
DB01120	DB01224
DB01394	DB09073
DB00224	DB05773
DB01120	DB01232
DB00476	DB01210
DB00755	DB05812
DB00820	DB09073
DB00961	DB01556
DB01037	DB01224
DB00215	DB09036
DB00839	DB06335
DB00177	DB01275
DB00206	DB00674
DB00502	DB00865
DB01403	DB06690
DB00215	DB01614
DB00193	DB09290
DB00363	DB08895
DB00434	DB00450
DB00214	DB01306
DB00871	DB01064
DB00186	DB00898
DB01169	DB01309
DB00083	DB01151
DB01104	DB06779
DB01104	DB11133
DB00046	DB00280
DB00224	DB00337
DB00323	DB09042
DB00481	DB04938
DB00311	DB00844
DB00529	DB00864
DB00182	DB00835
DB00041	DB00393
DB00613	DB01029
DB00072	DB00322
DB00313	DB00794
DB01109	DB01600
DB00559	DB01418
DB00603	DB01323
DB01112	DB06723
DB00672	DB08914
DB00459	DB00595
DB00384	DB01009
DB00191	DB00363
DB00252	DB09401
DB00465	DB01356
DB00199	DB00653
DB00252	DB00280
DB00030	DB00957
DB00700	DB09477
DB00250	DB01438
DB00363	DB00526
DB00091	DB00997
DB01119	DB09026
DB00014	DB01016
DB00615	DB01074
DB00474	DB00571
DB06204	DB06216
DB00367	DB00555
DB00047	DB01232
DB00361	DB00559
DB00898	DB01501
DB01016	DB08907
DB00452	DB00884
DB05294	DB06589
DB00317	DB08912
DB00603	DB08883
DB00388	DB00983
DB00269	DB00523
DB01076	DB01406
DB00956	DB06274
DB00333	DB01609
DB00586	DB06826
DB01106	DB09072
DB00903	DB01353
DB01201	DB05294
DB00193	DB00734
DB00263	DB01120
DB00696	DB08873
DB01104	DB01356
DB00956	DB00976
DB00590	DB00806
DB01009	DB01296
DB00441	DB08895
DB00559	DB00683
DB00503	DB01621
DB00682	DB00923
DB00991	DB00994
DB00402	DB00921
DB00388	DB06704
DB01032	DB01112
DB00656	DB08912
DB00275	DB00734
DB00342	DB09065
DB00918	DB04884
DB06288	DB09128
DB00773	DB02703
DB00595	DB09320
DB00181	DB01242
DB01020	DB09054
DB00346	DB11124
DB00937	DB01193
DB00452	DB00681
DB00722	DB01392
DB00399	DB00919
DB00765	DB09072
DB00780	DB01119
DB00498	DB01225
DB00798	DB01415
DB01254	DB09401
DB00418	DB09038
DB00263	DB00559
DB00398	DB01656
DB00790	DB06196
DB00193	DB00601
DB09078	DB09083
DB00237	DB00543
DB00687	DB01398
DB00046	DB00741
DB00956	DB01069
DB01148	DB08893
DB00065	DB00275
DB00820	DB01211
DB00682	DB04272
DB00422	DB00887
DB01172	DB01413
DB00512	DB00784
DB01017	DB01294
DB00547	DB01609
DB00458	DB09065
DB00835	DB01576
DB00850	DB09272
DB00268	DB01189
DB00687	DB00976
DB00433	DB00454
DB00684	DB01604
DB00727	DB01235
DB09048	DB09063
DB00166	DB09407
DB00563	DB00991
DB01142	DB09065
DB00476	DB00715
DB00413	DB09117
DB00196	DB04835
DB00690	DB06717
DB00215	DB01274
DB00013	DB01600
DB00673	DB00682
DB00738	DB01398
DB00021	DB00972
DB00366	DB00564
DB00524	DB06203
DB00877	DB08933
DB00543	DB00794
DB00627	DB01251
DB00182	DB01618
DB01609	DB08813
DB00030	DB00823
DB00321	DB01072
DB00254	DB00893
DB00956	DB01142
DB00468	DB00790
DB00091	DB08827
DB00375	DB01039
DB00590	DB08935
DB01042	DB01656
DB01038	DB06684
DB00436	DB06335
DB01087	DB06603
DB00193	DB00767
DB01614	DB04871
DB00477	DB00653
DB00697	DB00714
DB00739	DB01082
DB09054	DB09123
DB00054	DB08918
DB00865	DB06413
DB00956	DB06204
DB00177	DB00966
DB00208	DB00934
DB00046	DB00440
DB00279	DB01320
DB00237	DB00335
DB00443	DB08882
DB00559	DB00673
DB00734	DB01115
DB00956	DB01118
DB00224	DB06414
DB00790	DB11354
DB00727	DB00862
DB00193	DB00502
DB00479	DB00814
DB01222	DB09067
DB00201	DB00615
DB00243	DB01167
DB00206	DB09097
DB00312	DB01244
DB00468	DB00575
DB00390	DB01611
DB00759	DB06273
DB00814	DB01014
DB00333	DB06288
DB06414	DB06697
DB00332	DB00748
DB00697	DB08877
DB00819	DB01144
DB06273	DB09065
DB06791	DB08882
DB00387	DB09300
DB00332	DB00924
DB01136	DB09049
DB00388	DB00865
DB00358	DB06290
DB00606	DB00611
DB01319	DB05521
DB00252	DB00625
DB00363	DB00762
DB00484	DB09128
DB00690	DB00715
DB00814	DB08794
DB01198	DB08873
DB00450	DB04844
DB00390	DB00489
DB00215	DB09039
DB00349	DB00715
DB00590	DB04825
DB00790	DB09026
DB00875	DB01247
DB09034	DB09118
DB00050	DB00089
DB00414	DB01406
DB00091	DB09272
DB00310	DB00454
DB00337	DB01177
DB00285	DB01182
DB01005	DB06643
DB00381	DB00692
DB00086	DB01166
DB00374	DB06605
DB01601	DB08882
DB00700	DB01232
DB00191	DB01291
DB00203	DB00322
DB00409	DB00726
DB00384	DB00418
DB00387	DB00950
DB00321	DB06711
DB01254	DB01600
DB01577	DB06711
DB00470	DB01364
DB01394	DB04868
DB00752	DB00899
DB00932	DB00974
DB00187	DB06415
DB00224	DB04908
DB00220	DB00783
DB00215	DB06779
DB00471	DB09280
DB00454	DB01173
DB00704	DB01192
DB00918	DB01263
DB00454	DB01021
DB00246	DB01367
DB00420	DB01142
DB00252	DB00997
DB01203	DB08868
DB00182	DB01365
DB09118	DB09401
DB00598	DB00865
DB00029	DB09030
DB00408	DB01356
DB00176	DB00569
DB00834	DB06825
DB00454	DB01463
DB00539	DB01174
DB00503	DB08899
DB08933	DB09401
DB00857	DB09068
DB00103	DB00798
DB01142	DB06603
DB00475	DB01320
DB00175	DB01045
DB00508	DB01049
DB00696	DB01624
DB00382	DB01085
DB00492	DB01109
DB00918	DB01211
DB01224	DB08907
DB01623	DB04844
DB01104	DB01178
DB00246	DB00921
DB00622	DB08935
DB06212	DB06636
DB00607	DB09074
DB00215	DB00503
DB00422	DB00881
DB00266	DB09539
DB00277	DB01070
DB00960	DB01115
DB00653	DB01059
DB00871	DB11124
DB00839	DB01309
DB00035	DB00687
DB00082	DB00412
DB00041	DB08906
DB00222	DB00310
DB00713	DB01172
DB00387	DB00436
DB00240	DB01609
DB09074	DB09118
DB00499	DB00648
DB00065	DB01029
DB00328	DB00460
DB00238	DB00625
DB01398	DB01399
DB00333	DB00408
DB00366	DB00897
DB00465	DB00946
DB00648	DB08899
DB00268	DB09072
DB00091	DB00661
DB00687	DB06723
DB00930	DB01583
DB00285	DB00582
DB00690	DB08900
DB00679	DB09072
DB00924	DB00933
DB00199	DB00337
DB00215	DB00408
DB00875	DB00953
DB00343	DB01590
DB01100	DB06273
DB01083	DB09119
DB06441	DB09211
DB00696	DB00875
DB00612	DB09073
DB00418	DB00715
DB01220	DB08881
DB01218	DB09065
DB00449	DB00816
DB00780	DB01576
DB00203	DB04871
DB00334	DB00956
DB00283	DB09034
DB00041	DB06786
DB00897	DB00976
DB00758	DB03619
DB04574	DB06273
DB06772	DB08933
DB00457	DB04825
DB00621	DB00912
DB00706	DB01254
DB00035	DB00482
DB00588	DB01601
DB00285	DB06704
DB00458	DB01392
DB06228	DB09065
DB01238	DB08865
DB00252	DB00499
DB00734	DB01200
DB00570	DB01097
DB00806	DB04861
DB00872	DB01621
DB00908	DB01220
DB01403	DB06201
DB00539	DB00682
DB01254	DB06772
DB00455	DB00613
DB00384	DB00790
DB00266	DB00554
DB00672	DB06203
DB00761	DB09300
DB00860	DB01120
DB00381	DB00457
DB06153	DB09290
DB00813	DB05521
DB00658	DB02659
DB00204	DB00358
DB00502	DB01050
DB00557	DB00737
DB00482	DB00613
DB00337	DB01222
DB00201	DB00250
DB00503	DB00637
DB01053	DB01418
DB00407	DB00700
DB00072	DB01041
DB00612	DB00820
DB00860	DB01016
DB00648	DB01181
DB00661	DB09102
DB00269	DB01380
DB00215	DB06216
DB00975	DB04272
DB09034	DB09071
DB00608	DB06702
DB00839	DB00863
DB09272	DB11181
DB00672	DB00707
DB00332	DB00420
DB01320	DB01587
DB00559	DB06684
DB00181	DB06153
DB00266	DB00582
DB00301	DB01017
DB00495	DB01232
DB00014	DB00529
DB00476	DB01151
DB00715	DB01189
DB00549	DB01418
DB00188	DB01263
DB00275	DB00468
DB00337	DB06603
DB01394	DB09054
DB00605	DB00707
DB00454	DB09072
DB00843	DB04842
DB00852	DB00865
DB00273	DB00294
DB00021	DB00623
DB00653	DB00909
DB00678	DB00790
DB08899	DB09030
DB00393	DB00990
DB06605	DB09063
DB01088	DB01207
DB00072	DB00445
DB01239	DB04844
DB00246	DB00843
DB00672	DB01319
DB01196	DB06724
DB00275	DB06210
DB01403	DB01440
DB00204	DB01167
DB00476	DB00898
DB00047	DB00359
DB00328	DB11249
DB00829	DB05271
DB00046	DB01124
DB01224	DB09068
DB00717	DB01309
DB00775	DB01207
DB00081	DB01050
DB00237	DB00887
DB00022	DB00697
DB05239	DB09330
DB06779	DB08887
DB01049	DB08873
DB00216	DB01149
DB00515	DB00695
DB00413	DB00985
DB01414	DB01418
DB00690	DB06273
DB00615	DB01023
DB00820	DB00966
DB00163	DB00278
DB01201	DB09102
DB00243	DB00863
DB00696	DB04884
DB00696	DB09073
DB00804	DB09290
DB01354	DB01612
DB00295	DB00652
DB01600	DB11133
DB00652	DB00765
DB04946	DB08907
DB00373	DB05812
DB01045	DB06228
DB00224	DB01323
DB01306	DB09063
DB00220	DB00269
DB00422	DB00714
DB00603	DB00949
DB00588	DB00598
DB00714	DB00757
DB00022	DB00679
DB06210	DB06290
DB06605	DB11133
DB00708	DB08877
DB00559	DB01016
DB00834	DB00865
DB00252	DB01175
DB00312	DB00999
DB00734	DB01193
DB00752	DB01144
DB00565	DB03615
DB00656	DB06288
DB00187	DB00211
DB00346	DB00695
DB01026	DB04868
DB00178	DB00407
DB00277	DB01203
DB05259	DB06643
DB00696	DB06808
DB00295	DB00387
DB00648	DB08883
DB00884	DB01609
DB00571	DB01353
DB00934	DB01224
DB01072	DB01307
DB00420	DB00656
DB00747	DB01173
DB00780	DB08907
DB00816	DB01367
DB00794	DB01590
DB00091	DB09026
DB00569	DB08816
DB00924	DB01178
DB00635	DB03793
DB00582	DB01201
DB00046	DB00436
DB00391	DB00476
DB00452	DB00695
DB00496	DB00872
DB00248	DB01100
DB00434	DB01278
DB00967	DB06201
DB00989	DB03128
DB00188	DB01242
DB00495	DB01319
DB00349	DB01182
DB00523	DB00707
DB00337	DB00635
DB00295	DB00363
DB00379	DB00924
DB06228	DB06700
DB00918	DB01403
DB00078	DB04272
DB00433	DB00476
DB00486	DB01151
DB00822	DB01072
DB01623	DB08893
DB06211	DB09268
DB00163	DB00715
DB00422	DB00999
DB00813	DB00976
DB00254	DB01605
DB00107	DB00215
DB00337	DB00773
DB00349	DB01440
DB00610	DB06413
DB00263	DB00331
DB00175	DB06792
DB00900	DB01072
DB00295	DB01560
DB01119	DB01193
DB01021	DB01432
DB00690	DB01319
DB00214	DB00440
DB00334	DB01142
DB00182	DB01556
DB00709	DB00811
DB00285	DB00697
DB00470	DB09065
DB00957	DB08914
DB00297	DB01203
DB00222	DB00957
DB00881	DB01356
DB00091	DB01232
DB04272	DB06754
DB05521	DB06207
DB00908	DB01115
DB00734	DB01049
DB00211	DB00241
DB00318	DB00903
DB00700	DB01354
DB00009	DB01418
DB00696	DB06290
DB00898	DB01320
DB00414	DB06287
DB00683	DB08900
DB00976	DB06218
DB00420	DB04896
DB01036	DB01232
DB00224	DB00980
DB06603	DB09063
DB00367	DB00374
DB00227	DB08820
DB00273	DB01036
DB00872	DB00997
DB00006	DB01109
DB00091	DB00621
DB00420	DB01049
DB00470	DB00816
DB01076	DB09102
DB08930	DB09322
DB00697	DB01235
DB00470	DB00867
DB00176	DB00907
DB00436	DB00780
DB00490	DB01175
DB01238	DB01264
DB00503	DB06626
DB01614	DB06700
DB00906	DB00921
DB00752	DB01023
DB00213	DB09119
DB00806	DB00968
DB00196	DB01221
DB00454	DB01320
DB01002	DB01263
DB00280	DB01320
DB00214	DB01241
DB00370	DB00956
DB00872	DB01229
DB00277	DB00612
DB00387	DB00813
DB00530	DB09065
DB01016	DB06791
DB00420	DB01041
DB00450	DB00476
DB08889	DB09280
DB00752	DB06707
DB00731	DB06203
DB00921	DB01114
DB00165	DB00252
DB00418	DB00727
DB01234	DB01268
DB00508	DB09068
DB00250	DB01201
DB01403	DB04908
DB00476	DB01618
DB06212	DB08933
DB00653	DB06216
DB00341	DB00370
DB01394	DB09118
DB00703	DB00780
DB00310	DB00780
DB00877	DB01124
DB00433	DB00956
DB00387	DB00985
DB00908	DB09054
DB00503	DB00706
DB00440	DB00691
DB00054	DB06441
DB00648	DB08931
DB00266	DB01151
DB01355	DB09077
DB00496	DB09073
DB01120	DB01208
DB00098	DB08895
DB00402	DB00972
DB00381	DB00613
DB00206	DB08916
DB00477	DB00490
DB00985	DB01173
DB01211	DB01234
DB00398	DB00762
DB00196	DB01124
DB00328	DB01021
DB00623	DB00952
DB00834	DB01100
DB01248	DB09036
DB00472	DB01403
DB00897	DB00972
DB01267	DB01320
DB01017	DB01215
DB00543	DB06603
DB00615	DB01319
DB00765	DB01068
DB00554	DB04272
DB00187	DB01136
DB01263	DB08815
DB00089	DB00635
DB00140	DB00460
DB00976	DB09071
DB00321	DB00586
DB00374	DB11095
DB00601	DB00767
DB00327	DB00370
DB00450	DB09083
DB00307	DB01248
DB00391	DB00458
DB00181	DB00237
DB00835	DB00956
DB00193	DB00918
DB00136	DB00653
DB00898	DB06706
DB06290	DB09143
DB00180	DB09330
DB00054	DB09211
DB00041	DB00201
DB00571	DB09273
DB01233	DB04896
DB00279	DB11126
DB00334	DB00813
DB00904	DB01175
DB00213	DB05812
DB00486	DB01238
DB00344	DB00889
DB00813	DB01149
DB00465	DB00814
DB00794	DB00876
DB08860	DB11354
DB00323	DB01367
DB00211	DB00841
DB00750	DB01174
DB01183	DB06800
DB00041	DB00598
DB00254	DB01000
DB00408	DB00656
DB00604	DB01232
DB00091	DB08816
DB00344	DB00850
DB00503	DB06414
DB01238	DB06603
DB00334	DB00715
DB00723	DB00907
DB00474	DB06201
DB00313	DB02546
DB00387	DB01075
DB00623	DB01264
DB01007	DB01238
DB00543	DB06288
DB00186	DB04953
DB00492	DB11354
DB00434	DB01037
DB01189	DB06204
DB00484	DB00921
DB01353	DB08822
DB01418	DB06730
DB00280	DB01409
DB00736	DB00884
DB00569	DB00686
DB00335	DB00986
DB01609	DB09083
DB00214	DB00871
DB00425	DB01403
DB00653	DB00683
DB01601	DB08907
DB00252	DB00822
DB00186	DB01236
DB00273	DB00819
DB00349	DB00358
DB00559	DB06589
DB00328	DB01254
DB06148	DB09042
DB08918	DB09073
DB00015	DB06700
DB00539	DB01211
DB00569	DB00814
DB01032	DB01208
DB00337	DB01204
DB00241	DB00368
DB00887	DB09282
DB00321	DB00388
DB00041	DB01355
DB00508	DB01247
DB00482	DB00657
DB01036	DB09065
DB00544	DB01418
DB00270	DB08912
DB00470	DB01174
DB00780	DB00961
DB06711	DB09082
DB00381	DB00501
DB00973	DB09545
DB00046	DB09564
DB00458	DB00908
DB06290	DB09119
DB00564	DB01115
DB00726	DB08893
DB00215	DB00697
DB00476	DB00623
DB00363	DB08899
DB00780	DB00986
DB01018	DB01158
DB00722	DB01235
DB00263	DB00528
DB06695	DB11249
DB00277	DB01288
DB00706	DB01023
DB00715	DB08872
DB01259	DB01609
DB00479	DB00710
DB00601	DB00726
DB00465	DB00991
DB00582	DB00814
DB00657	DB00994
DB00608	DB04861
DB01100	DB01263
DB01201	DB09071
DB01288	DB06413
DB00104	DB06663
DB01211	DB04825
DB00921	DB01367
DB09039	DB09054
DB00279	DB00726
DB00196	DB00653
DB00831	DB01577
DB08882	DB09123
DB00266	DB01263
DB00752	DB06204
DB00686	DB01600
DB00830	DB09080
DB00687	DB00717
DB00018	DB00363
DB00976	DB06335
DB01166	DB09211
DB00089	DB00957
DB00393	DB01323
DB00479	DB01603
DB00282	DB00605
DB00775	DB09211
DB01050	DB06779
DB00387	DB00747
DB00275	DB00790
DB00502	DB00991
DB00884	DB00925
DB00578	DB00994
DB00780	DB09290
DB00208	DB00252
DB00176	DB00279
DB00182	DB01151
DB00015	DB00500
DB00690	DB08912
DB00661	DB04855
DB00213	DB00932
DB00508	DB06684
DB00603	DB06271
DB00642	DB06643
DB01009	DB01275
DB00418	DB00957
DB01207	DB01418
DB00861	DB01609
DB00315	DB00391
DB00215	DB09241
DB00555	DB01320
DB00970	DB01097
DB00331	DB01021
DB00009	DB08918
DB00450	DB01018
DB00501	DB06702
DB00193	DB00908
DB00199	DB06717
DB00541	DB01264
DB00519	DB01235
DB00607	DB01211
DB00635	DB00732
DB00877	DB09054
DB01012	DB04861
DB00373	DB09220
DB00747	DB01409
DB00238	DB01238
DB00224	DB01098
DB00841	DB01255
DB00850	DB01168
DB01377	DB01403
DB00261	DB00569
DB00344	DB06204
DB00457	DB01203
DB06207	DB08912
DB00214	DB01307
DB01367	DB06288
DB00673	DB00802
DB00199	DB08864
DB01211	DB04835
DB01140	DB09268
DB00196	DB00678
DB03619	DB06271
DB01166	DB09054
DB00933	DB01037
DB00648	DB01149
DB00332	DB00598
DB00559	DB01621
DB00539	DB00834
DB01043	DB01221
DB00933	DB01576
DB02703	DB06717
DB00175	DB00625
DB00648	DB00705
DB00497	DB09118
DB00946	DB08887
DB00790	DB00820
DB01026	DB05773
DB00452	DB00728
DB01590	DB09039
DB00266	DB00278
DB00682	DB01109
DB00331	DB09135
DB00945	DB09272
DB00202	DB01017
DB00767	DB01579
DB00476	DB11133
DB01174	DB06695
DB00898	DB01041
DB00331	DB01264
DB00625	DB08912
DB00284	DB01398
DB00608	DB06290
DB00601	DB06144
DB00188	DB00829
DB00282	DB00398
DB00035	DB00921
DB00285	DB01171
DB00683	DB00715
DB00468	DB00966
DB00282	DB00788
DB00830	DB06706
DB01166	DB08912
DB00363	DB01559
DB00041	DB00697
DB00734	DB09290
DB01223	DB04839
DB01203	DB01309
DB01214	DB09220
DB06643	DB08868
DB00188	DB00559
DB00582	DB04835
DB00557	DB09271
DB00083	DB00985
DB00204	DB00753
DB00328	DB00682
DB00910	DB01083
DB00268	DB00494
DB00237	DB00881
DB00083	DB00433
DB00584	DB01143
DB01353	DB09401
DB00270	DB00864
DB00860	DB01021
DB01211	DB01590
DB00554	DB09214
DB00497	DB06201
DB00035	DB00813
DB01026	DB01166
DB00187	DB08877
DB00353	DB05521
DB00252	DB00884
DB00656	DB00673
DB00270	DB00374
DB00423	DB00972
DB00625	DB01023
DB00230	DB09034
DB01288	DB06711
DB00181	DB00967
DB00938	DB08820
DB00220	DB00333
DB00387	DB00524
DB00245	DB01021
DB00014	DB00477
DB00608	DB09112
DB00312	DB00458
DB01182	DB08877
DB05521	DB06695
DB00316	DB00841
DB01353	DB09077
DB00182	DB00593
DB01015	DB08882
DB00375	DB00512
DB00237	DB00968
DB01082	DB01415
DB00252	DB00672
DB00327	DB00780
DB00559	DB06603
DB00969	DB01263
DB00732	DB00798
DB01263	DB09227
DB00237	DB08822
DB00956	DB01026
DB01017	DB06216
DB00734	DB01238
DB00387	DB00854
DB00404	DB00956
DB00222	DB00823
DB00784	DB01418
DB00831	DB06684
DB01114	DB01560
DB00816	DB01142
DB01600	DB03619
DB00684	DB01602
DB00224	DB00390
DB00344	DB03880
DB00485	DB00956
DB00619	DB01232
DB00208	DB01182
DB00898	DB01273
DB00472	DB09068
DB00765	DB01351
DB00972	DB01440
DB00014	DB00030
DB00421	DB00422
DB00343	DB00619
DB00328	DB01032
DB00181	DB00477
DB00679	DB01017
DB04835	DB08820
DB06589	DB08933
DB00618	DB01147
DB00615	DB00653
DB00921	DB01238
DB00399	DB00684
DB00391	DB00880
DB00433	DB00934
DB01418	DB01600
DB01001	DB01577
DB01251	DB08815
DB00674	DB01618
DB00162	DB00459
DB00393	DB09048
DB00502	DB08893
DB01124	DB05278
DB01224	DB01577
DB00047	DB01403
DB00726	DB01623
DB00220	DB01118
DB00813	DB08883
DB00864	DB08865
DB00933	DB01171
DB00014	DB09066
DB00575	DB01244
DB00595	DB06723
DB00687	DB01600
DB00682	DB01294
DB01601	DB09101
DB03619	DB08813
DB00476	DB01029
DB00180	DB00661
DB00091	DB09073
DB00889	DB01149
DB00972	DB00980
DB00176	DB11133
DB00555	DB01164
DB00263	DB00945
DB00831	DB09117
DB00834	DB00956
DB01181	DB06414
DB01167	DB06636
DB01232	DB01254
DB00206	DB08935
DB00819	DB00869
DB01259	DB06717
DB00091	DB00712
DB00946	DB09030
DB00332	DB01409
DB00966	DB09220
DB01247	DB09289
DB00479	DB01607
DB00887	DB08907
DB01018	DB08935
DB01211	DB08901
DB00834	DB09102
DB06589	DB09083
DB00112	DB01177
DB00582	DB08899
DB00683	DB00972
DB00543	DB09241
DB00177	DB00178
DB00312	DB00582
DB01323	DB08899
DB00780	DB01104
DB00013	DB01088
DB00399	DB01041
DB08867	DB09054
DB00180	DB01045
DB00433	DB01367
DB00248	DB00373
DB08899	DB08901
DB00366	DB00842
DB00315	DB00875
DB00418	DB00557
DB00542	DB01398
DB04896	DB06288
DB00864	DB01033
DB00443	DB08907
DB04946	DB06201
DB06209	DB06271
DB00502	DB09076
DB00104	DB01210
DB00458	DB00956
DB00819	DB01364
DB00294	DB00374
DB00559	DB01026
DB00543	DB03880
DB00395	DB08912
DB00418	DB00454
DB01013	DB09063
DB00222	DB06789
DB00921	DB06283
DB00904	DB01142
DB00468	DB00542
DB00498	DB00715
DB01219	DB08883
DB00476	DB01463
DB08912	DB09280
DB01020	DB09112
DB00679	DB00780
DB00344	DB01278
DB00986	DB08897
DB00572	DB09271
DB01184	DB09054
DB00215	DB00806
DB00420	DB00924
DB00553	DB00707
DB00411	DB00489
DB00615	DB00619
DB00379	DB00697
DB00195	DB04855
DB00206	DB00989
DB00269	DB04938
DB08864	DB08873
DB00448	DB08934
DB00241	DB00388
DB00252	DB09101
DB00599	DB00679
DB00423	DB00545
DB00294	DB00794
DB01225	DB01399
DB00322	DB01357
DB00109	DB00224
DB00820	DB01020
DB00294	DB01264
DB00073	DB00960
DB00726	DB09272
DB01238	DB01406
DB01195	DB01264
DB09070	DB09075
DB01232	DB04876
DB00237	DB00457
DB00393	DB00752
DB00398	DB04817
DB01181	DB01201
DB06723	DB08860
DB00175	DB00682
DB00006	DB01225
DB01109	DB01166
DB00285	DB01063
DB00502	DB00784
DB00269	DB00312
DB00346	DB00584
DB00458	DB00997
DB00321	DB00734
DB00457	DB00794
DB00476	DB08935
DB00030	DB00503
DB00181	DB00934
DB00211	DB00521
DB00252	DB00268
DB00199	DB09049
DB00495	DB00932
DB00601	DB06700
DB00346	DB01211
DB00867	DB06714
DB00476	DB00508
DB00864	DB09036
DB00022	DB00980
DB00007	DB06699
DB00224	DB04835
DB00813	DB09118
DB00091	DB00531
DB00401	DB01164
DB00202	DB00684
DB00252	DB05271
DB01159	DB01320
DB00974	DB01254
DB00224	DB00677
DB00273	DB00623
DB00007	DB00220
DB01235	DB01247
DB00468	DB00752
DB01026	DB06335
DB00277	DB00960
DB01234	DB09074
DB00328	DB00642
DB00332	DB01151
DB00679	DB08883
DB00853	DB04817
DB00252	DB01259
DB00370	DB01233
DB00425	DB00575
DB00688	DB00736
DB00363	DB08914
DB00612	DB00752
DB00697	DB00705
DB00834	DB01149
DB00258	DB01576
DB00526	DB08895
DB00382	DB01624
DB01118	DB01193
DB00557	DB00980
DB00042	DB01339
DB00660	DB08883
DB00877	DB01211
DB00193	DB00831
DB00277	DB05039
DB06144	DB06700
DB00852	DB00867
DB01192	DB01403
DB00163	DB00374
DB00468	DB00808
DB01174	DB08883
DB01174	DB01224
DB00196	DB01095
DB00738	DB01307
DB00747	DB01021
DB00087	DB06688
DB00872	DB09039
