DrugBank ID,Accession Numbers,Common name,CAS,UNII,Synonyms,Standard InChI Key
DB00861,APRD00922 | DB06895,Diflunisal,22494-42-4,7C546U4DEN,"2-(hydroxy)-5-(2,4-difluorophenyl)benzoic acid | 2',4'-difluoro-4-hydroxy-3-biphenylcarboxylic acid | 5-(2,4-difluorophenyl)salicylic acid | Diflunisal | Diflunisalum",HUPFGZXOMWLGNK-UHFFFAOYSA-N
DB00862,APRD00699,Vardenafil,224785-90-4,UCE6F4125H,Vardénafil | Vardenafil | Vardenafilo | Vardenafilum,SECKRCOLJRRGGV-UHFFFAOYSA-N
DB00863,APRD00254,Ranitidine,66357-35-5,884KT10YB7,Ranitidina | Ranitidine | Ranitidinum,VMXUWOKSQNHOCA-UHFFFAOYSA-N
DB00864,APRD00276 | EXPT01437,Tacrolimus,104987-11-3,Y5L2157C4J,"Anhydrous tacrolimus | Tacrolimus | Tacrolimus anhydrous | Tacrolimus, anhydrous",QJJXYPPXXYFBGM-LFZNUXCKSA-N
DB00865,APRD00759,Benzphetamine,156-08-1,0M3S43XK27,"(+)-benzphetamine | (+)-N-benzyl-N,α-dimethylphenethylamine | (+)-N,α-dimethyl-N-(phenylmethyl)-benzeneethanamine | (S)-(+)-benzphetamine | (S)-(+)-N-benzyl-N,α-dimethylphenethylamine | (S)-benzphetamine | (αS)-N,α-dimethylphenethylamine | Benzaphetamine | Benzfetamina | Benzfetamine | Benzfetaminum | Benzphetamine | Benzylamphetamine | d-N-methyl-N-benzyl-β-phenylisopropylamine | N-methyl-1-phenyl-N-(phenylmethyl)propan-2-amine",YXKTVDFXDRQTKV-HNNXBMFYSA-N
DB00866,APRD00736,Alprenolol,13655-52-2,877K5MQ27W,(RS)-1-(2-allylphenoxy)-3-(isopropylamino)propan-2-ol | 1-(2-Allylphenoxy)-3-isopropylamino-2-propanol | 1-(o-Allylphenoxy)-3-(isopropylamino)-2-propanol | Alfeprol | Alprenolol | Alprénolol | Alprenololum | Aprenololo,PAZJSJFMUHDSTF-UHFFFAOYSA-N
DB00867,APRD00541,Ritodrine,26652-09-5,I0Q6O6740J,p-Hydroxy-alpha-(1-((p-hydroxyphenethyl)amino)ethyl)benzyl alcohol | Ritodrina | Ritodrine | Ritodrinium,IOVGROKTTNBUGK-SJKOYZFVSA-N
DB00868,APRD00629,Benzonatate,104-31-4,5P4DHS6ENR,"2-[2-[2-[2-[2-[2-[2-[2-(2-methoxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl 4-butylaminobenzoate | 2,5,8,11,14,17,20,23,26-nonaoxaoctacosan-28-yl p-(butylamino)benzoate | 3,6,9,12,15,18,21,24,27-nonaoxaoctacosyl 4-butylaminobenzoate | 4-(butylamino)benzoic acid 3,6,9,12,15,18,21,24,27-nonaoxaoctacos-1-yl ester | Benzonatat | Benzonatate | Benzonatato | Benzonatatum | Benzononatine | nonaethyleneglycol monomethyl ether p-n-butylaminobenzoate | p-butylaminobenzoic acid ω-O-methylnonaethyleneglycol ester",MAFMQEKGGFWBAB-UHFFFAOYSA-N
DB00869,APRD00577 | DB04507,Dorzolamide,120279-96-1,9JDX055TW1,"(4S,6S)-4-ethylamino-6-methyl-7,7-dioxo-4,5,6,7-tetrahydro-7lambda*6*-thieno[2,3-b]thiopyran-2-sulfonic acid amide | (4S,trans)-4-(ethylamino)-6-methyl-5,6-dihydro-4H-thieno[2,3-b]thiopyran-2-sulfonamide 7,7-dioxide | 4-Ethylamino-6-methyl-7,7-dioxo-4,5,6,7-tetrahydro-7lambda*6*-thieno[2,3-b]thiopyran-2-sulfonic acid amide | 4-ethylamino-6-methyl-7,7-dioxo-4,5,6,7-tetrahydro-7lambda6-thieno[2,3-b]thiopyran-2-sulfonic acid amide | 4S,6S-dorzolamide | Dorzolamid | Dorzolamida | Dorzolamide | Dorzolamidum",IAVUPMFITXYVAF-XPUUQOCRSA-N
DB00870,APRD00230,Suprofen,40828-46-4,988GU2F9PE,(±)-2-(p-(2-thenoyl)phenyl)propionic acid | 2-(4-(2-Thenoyl)phenyl)propionsäure | 2-[4-(Thiophene-2-carbonyl)-phenyl]-propionic acid | 4-(2-Thenoyl)hydratropsäure | p-2-thenoylhydratropic acid | Suprofen | Suprofene | Suprofeno | Suprofenum | Sutoprofen | α-methyl-4-(2-thienylcarbonyl)benzeneacetic acid,MDKGKXOCJGEUJW-UHFFFAOYSA-N
DB00871,APRD00589,Terbutaline,23031-25-6,N8ONU3L3PG,Terbutalin | Terbutalina | Terbutaline | Terbutalinum,XWTYSIMOBUGWOL-UHFFFAOYSA-N
DB00872,APRD01302,Conivaptan,210101-16-9,0NJ98Y462X,"4'-((4,5-dihydro-2-methylimidazo(4,5-d)(1)benzazepin-6(1H)-yl)carbonyl)-2-biphenylcarboxanilide | Conivaptan",IKENVDNFQMCRTR-UHFFFAOYSA-N
DB14596,DBSALT000930,Loteprednol etabonate,82034-46-6,YEH1EZ96K6,Loteprednol etabonate,DMKSVUSAATWOCU-HROMYWEYSA-N
DB00874,APRD01005,Guaifenesin,93-14-1,495W7451VQ,Glyceryl guaiacolate | Guaifenesin | Guaifenesina | guaiphenesin,HSRJKNPTNIJEKV-UHFFFAOYSA-N
DB00875,APRD00388,Flupentixol,2709-56-0,FA0UYH6QUO,Flupenthixol | Flupenthixole | Flupentixol | Flupentixolo | Flupentixolum,NJMYODHXAKYRHW-DVZOWYKESA-N
DB00876,APRD00950,Eprosartan,133040-01-4,2KH13Z0S0Y,(E)-2-butyl-1-(p-carboxybenzyl)-α-2-thenylimidazole-5-acrylic acid | (E)-3-[2-n-butyl-1-{(4-carboxyphenyl)methyl}-1H-imidazol-5-yl]-2-(2-thienyl)methyl-2-propenoic acid | (E)-α{[2-butyl-1-[(4-carboxyphenyl)methyl]-1H-imidazole-5-yl]methylene}-2-thiopheneproprionic acid | Éprosartan | Eprosartan | Eprosartanum,OROAFUQRIXKEMV-LDADJPATSA-N
DB00877,APRD00178 | DB02439,Sirolimus,53123-88-9,W36ZG6FT64,(-)-Rapamycin | Rapamycin | Sirolimús | Sirolimus | Sirolimusum,QFJCIRLUMZQUOT-HPLJOQBZSA-N
DB00878,APRD00545,Chlorhexidine,55-56-1,R4KO0DY52L,"1,1'-Hexamethylene bis(5-(p-chlorophenyl)biguanide) | Chlorhexidin | Chlorhexidine | Chlorhexidinum | Cloresidina | Clorhexidina | N,N'-Bis(4-chlorophenyl)-3,12-diimino-2,4,11,13-tetraazatetradecanediimidamide",GHXZTYHSJHQHIJ-UHFFFAOYSA-N
DB00879,APRD00226,Emtricitabine,143491-57-0,G70B4ETF4S,"(−)-(2R,5S)-5-fluoro-1-[2-(hydroxymethyl)-1,3-oxathiolan-5-yl]cytosine | (−)-2'-deoxy-5-fluoro-3'-thiacytidine | (−)-cis-4-amino-5-fluoro-1-(2-hydroxymethyl-1,3-oxathiolan-5-yl)-(1H)-pyrimidin-2-one | (−)-FTC | (−)-β-2',3'-dideoxy-5-fluoro-3'-thiacytidine | (2R-cis)-4-amino-5-fluoro-1-(2-(hydroxymethyl)-1,3-oxathiolan-5-yl)-2(1H)-pyrimidinone | 4-amino-5-fluoro-1-((2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl)pyrimidin-2(1H)-one | 4-Amino-5-fluoro-1-((2R,5S)-2-hydroxymethyl-[1,3]oxathiolan-5-yl)-1H-pyrimidin-2-one | 5-fluoro-1-((2R,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl)cytosine | Emtricitabin | Emtricitabina | Emtricitabine | Emtricitabinum",XQSPYNMVSIKCOC-NTSWFWBYSA-N
DB00880,APRD00721,Chlorothiazide,58-94-6,77W477J15H,"6-Chloro-1,1-dioxo-1,2-dihydro-1lambda*6*-benzo[1,2,4]thiadiazine-7-sulfonic acid amide | 6-chloro-7-sulfamoyl-2H-1,2,4-benzothiadiazine 1,1-dioxide | Chlorothiazid | Chlorothiazide | Chlorothiazidum | Chlorthiazide | Clorotiazida",JBMKAUGHUNFTOL-UHFFFAOYSA-N
DB00881,APRD00523,Quinapril,85441-61-8,RJ84Y44811,Quinapril | Quinaprilum,JSDRRTOADPPCHY-HSQYWUDLSA-N
DB00882,APRD00880,Clomifene,911-45-5,1HRS458QU2,"2-(4-(2-chloro-1,2-diphenylethenyl)phenoxy)-N,N-diethylethanamine | 2-(p-(2-chloro-1,2-diphenylvinyl)phenoxy)triethylamine | 2-(p-(β-chloro-α-phenylstyryl)phenoxy)triethylamine | Clomifene | Clomifeno | Clomifenum | Clomiphene",GKIRPKYJQBWNGO-UHFFFAOYSA-N
DB00883,APRD00455,Isosorbide dinitrate,87-33-2,IA7306519N,"1,4:3,6-Dianhydrosorbitol 2,5-dinitrate | D-Isosorbide dinitrate | Dianhydrosorbitol 2,5-dinitrate | Dinitrate d'isosorbide | Dinitrato de isosorbida | Dinitroisosorbide | Dinitrosorbide | ISDN | Isosorbide 2,5-dinitrate | Isosorbide dinitrate | Isosorbidi dinitras | Sorbide nitrate | Sorbidnitrate",MOYKHGMNXAOIAT-JGWLITMVSA-N
DB00884,APRD00410 | DB02782,Risedronic acid,105462-24-6,KM2Z91756Z,Acide risédroniqe | Acido risedronico | Acidum risedronicum | Risedronate | Risedronic acid | Risedronsäure,IIDJRNMFWXDHID-UHFFFAOYSA-N
DB00885,APRD00394,Pemirolast,69372-19-6,2C09NV773M,Pemirolast | Pemirolastum,HIANJWSAHKJQTH-UHFFFAOYSA-N
DB00886,APRD00443,Omapatrilat,167305-00-2,36NLI90E7T,Omapatrilat | Omapatrilate,LVRLSYPNFFBYCZ-VGWMRTNUSA-N
DB00887,APRD00294,Bumetanide,28395-03-1,0Y2S3XUQ5H,3-(aminosulfonyl)-5-(butylamino)-4-phenoxybenzoic acid | 3-butylamino-4-(phenoxy)-5-sulfamoylbenzoic acid | 3-butylamino-4-phenoxy-5-sulfamoyl-benzoic acid | 3-butylamino-4-phenoxy-5-sulfamoylbenzoic acid | Bumetanida | Bumetanide | Bumetanidum,MAEIEVLCKWDQJH-UHFFFAOYSA-N
DB00888,APRD00249,Mechlorethamine,51-75-2,50D9XSG0VR,"2,2'-dichloro-N-methyldiethylamine | bis(2-chloroethyl)methylamine | bis(β-chloroethyl)methylamine | Chlormethine | Chlormethinum | Clormetina | Mechlorethamine | methylbis(2-chloroethyl)amine | methylbis(β-chloroethyl)amine | Mustine | N-methyl-bis(2-chloroethyl)amine | N-methyl-bis(β-chloroethyl)amine | Nitrogen mustard | β,β'-dichlorodiethyl-N-methylamine",HAWPXGHAZFHHAD-UHFFFAOYSA-N
DB00889,APRD01002,Granisetron,109889-09-0,WZG3J2MCOL,Granisétron | Granisetrón | Granisetron | Granisetronum,MFWNKCLOYSRHCJ-BTTYYORXSA-N
DB00890,APRD00917,Dienestrol,13029-44-2,RRW32X4U1F,"4,4'-Hydroxy-γ,δ-diphenyl-β,δ-hexadiene | alpha-dienestrol diacetate | Cycladiene | Dehydrostilbestrol | Dienestrol | Diènestrol | Dienestrolum | p,p'-(Diethylideneethylene)diphenol",NFDFQCUYFHCNBW-SCGPFSFSSA-N
DB00891,APRD00491,Sulfapyridine,144-83-2,Y5V2N1KE8U,"2-(p-Aminobenzenesulphonamido)pyridine | 2-Sulfanilamidopyridin | 2-Sulfanilamidopyridine | 2-Sulfanilylaminopyridine | 2-Sulfapyridine | 4-(2-Pyridinylsulfonyl)aniline | 4-[(2-Pyridylamino)sulfonyl]aniline | 4-Amino-N-pyridin-2-yl-benzenesulfonamide | 4-Amino-N,2-pyridinylbenzenesulfonamide | N-2-Pyridylsulfanilamide | N(1)-2-Pyridylsulfanilamide | N(1)-Pyridylsulfanilamide | Solfapiridina | Sulfapiridina | Sulfapyridin | Sulfapyridine | Sulfapyridinum | Sulphapyridine",GECHUMIMRBOMGK-UHFFFAOYSA-N
DB00892,APRD00817,Oxybuprocaine,99-43-4,AXQ0JYM303,4-Amino-3-butoxy-2-(diethylamino)ethyl ester benzoic acid | 4-Amino-3-butoxy-benzoic acid 2-diethylamino-ethyl ester | 4-Amino-3-n-butoxy-benzoesäure-diäthylaminoäthylester | Benoxinate | BNX | Butoxyaminobenzoyldiethylaminoethanol | Oxibuprocaina | Oxybucaine | Oxybuprocaine | Oxybuprocainum | Oxyriprocaine,CMHHMUWAYWTMGS-UHFFFAOYSA-N
DB00893,APRD01053,Iron Dextran,9004-66-4,95HR524N2M,Dextran iron | Iron Dextran | Iron dextran complex,
DB00894,APRD00640,Testolactone,968-93-4,6J9BLA949Q,"(4aS,4bR,10aR,10bS,12aS)-10a,12a-dimethyl-3,4,4a,5,6,10a,10b,11,12,12a-decahydro-2H-naphtho[2,1-f]chromene-2,8(4bH)-dione | 1-dehydrotestololactone | 1,2-didehydrotestololactone | 13-hydroxy-3-oxo-13,17-secoandrosta-1,4-dien-17-oic acid δ-lactone | D-homo-17a-oxaandrosta-1,4-diene-3,17-dione | delta(1)-testololactone | Testolactona | Testolactone | Testolactonum | Testolattone | Δ1-testololactone",BPEWUONYVDABNZ-DZBHQSCQSA-N
DB00895,APRD00822,Benzylpenicilloyl polylysine,31855-75-1,76479814OY,Benzyl penicilloyl-polylysine | Benzylpenicilloyl G polylysine | Benzylpenicilloyl polylysine | Benzylpenicilloyl-polylysine,IMPVZRLKKKXMKQ-SGDOCVTFSA-N
DB00896,APRD01220,Rimexolone,49697-38-3,O7M2E4264D,Rimexolon | Rimexolona | Rimexolone,QTTRZHGPGKRAFB-OOKHYKNYSA-N
DB00897,APRD00313,Triazolam,28911-01-5,1HM943223R,Triazolam | Triazolamum,JOFWLTCLBGQGBO-UHFFFAOYSA-N
DB00898,APRD00738,Ethanol,64-17-5,3K9958V90M,"1-Hydroxyethane | Alcohol | Alcohol (ethyl) | Alcohol anhydrous | Alcohol denatured | Alcohol etílico | Alcohol, denatured | Alcool éthylique | Alkohol | Äthanol | Äthylalkohol | Dehydrated alcohol | Dehydrated ethanol | etanol | éthanol | Ethyl Alcohol | Grain alcohol | Hydroxyethane | Methylcarbinol | Spiritus vini",LFQSCWFLJHTTHZ-UHFFFAOYSA-N
DB00899,APRD01216,Remifentanil,132875-61-7,P10582JYYK,Remifentanil | Remifentanilo | Remifentanyl,ZTVQQQVZCWLTDF-UHFFFAOYSA-N
DB00900,APRD00240 | DB02392,Didanosine,69655-05-6,K3GDH6OH08,"2,3-Dideoxyinosine | 9-((2R,5S)-5-(hydroxymethyl)-tetrahydrofuran-2-yl)-1H-purin-6(9H)-one | 9-((2R,5S)-5-Hydroxymethyl-tetrahydro-furan-2-yl)-1,9-dihydro-purin-6-one | 9-((2S,5R)-5-Hydroxymethyl-tetrahydro-furan-2-yl)-9H-purin-6-ol | 9-[(2R,5S)-5-(hydroxymethyl)tetrahydrofuran-2-yl]-1,9-dihydro-6H-purin-6-one | ddI | ddIno | Didanosina | Didanosine | Didanosinum | Dideoxyinosine",BXZVVICBKDXVGW-NKWVEPMBSA-N
DB00901,APRD00827,Bitolterol,30392-40-6,9KY0QXD6LI,"4-(2-(tert-butylamino)-1-hydroxyethyl)-o-phenylene di-p-toluate | 4-[2-(tert-butylamino)-1-hydroxyethyl]-o-phenylene di-p-toluate | bis(4-methylbenzoic acid) 4-[2-(tert-butylamino)-1-hydroxyethyl]-1,2-phenylene ester | Bitolterol | Bitoltérol | Bitolterolum",FZGVEKPRDOIXJY-UHFFFAOYSA-N
DB00902,APRD00713,Methdilazine,1982-37-2,4Q13LY9Z8X,Methdilazine | Methdilazinum | Metodilazina,HTMIBDQKFHUPSX-UHFFFAOYSA-N
DB00903,APRD00251,Etacrynic acid,58-54-8,M5DP350VZV,"(2,3-Dichloro-4-(2-methylene-1-oxobutyl)phenoxy)acetic acid | Acide étacrynique | ácido etacrínico | Acidum etacrynicum | Etacrinic acid | Etacrynic acid | Ethacrynate | Ethacrynic acid | Methylenebutyrylphenoxyacetic acid",AVOLMBLBETYQHX-UHFFFAOYSA-N
DB00904,APRD00481,Ondansetron,99614-02-5,4AF302ESOS,Ondansetron,FELGMEQIXOGIFQ-UHFFFAOYSA-N
DB00905,APRD00826 | DB06863,Bimatoprost,155206-00-1,QXS94885MZ,"(Z)-7-((1R,2R,3R,5S)-3,5-Dihydroxy-2-((1E,3S)-3-hydroxy-5-phenyl-1-pentenyl)cyclopentyl)-N-ethyl-5-heptenamide | Bimatoprost | Bimatoprostum",AQOKCDNYWBIDND-FTOWTWDKSA-N
DB00906,APRD00344,Tiagabine,115103-54-3,Z80I64HMNP,Tiagabina | Tiagabine | Tiagabinum,PBJUNZJWGZTSKL-MRXNPFEDSA-N
DB00907,APRD00080,Cocaine,50-36-2,I5Y540LHVR,"(-)-Cocaine | (−)-cocaine | [1R-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, methyl ester | 2-methyl-3β-hydroxy-1αH,5αH-tropane-2β-carboxylate benzoate (ester) | Benzoylmethylecgonine | beta-Cocain | Cocain | Cocaina | Cocaine | Cocainum | Kokain | L-Cocain | L-Cocaine | methyl [1R-(exo,exo)]-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate | Methyl benzoylecgonine | Neurocaine",ZPUCINDJVBIVPJ-LJISPDSOSA-N
DB00908,APRD00136,Quinidine,56-54-2,ITX08688JL,"(+)-quinidine | (8R,9S)-Quinidine | (R)-(6-Methoxyquinolin-4-yl)((3S,4R,7S)-3-vinylquinuclidin-7-yl)methanol | (S)-(6-Methoxy-quinolin-4-yl)-((2R,5R)-5-vinyl-1-aza-bicyclo[2.2.2]oct-2-yl)-methanol | (S)-(6-Methoxyquinolin-4-yl)((2R,5R)-5-vinylquinuclidin-2-yl)methanol | 6-methoxy-α-(5-vinyl-2-quinuclidinyl)-4-quinolinemethanol | beta-Quinine | Chinidin | Chinidinum | CIN-QUIN | Conchinin | Conquinine | Pitayine | Quinidina | α-(6-methoxy-4-quinolyl)-5-vinyl-2-quinuclidinemethanol | β-quinine",LOUPRKONTZGTKE-LHHVKLHASA-N
DB00909,APRD00004,Zonisamide,68291-97-4,459384H98V,"1,2-Benzisoxazole-3-methanesulfonamide | 3-(Sulfamoylmethyl)-1,2-benzisoxazole | Benzo[d]isoxazol-3-yl-methanesulfonamide | Zonisamida | Zonisamide | Zonisamidum",UBQNRHZMVUUOMG-UHFFFAOYSA-N
DB00910,APRD01165,Paricalcitol,131918-61-1,6702D36OG5,"19-Nor-1alpha,25-dihydroxyvitamin D2 | Paricalcitol",BPKAHTKRCLCHEA-UBFJEZKGSA-N
DB00911,APRD01260,Tinidazole,19387-91-8,033KF7V46H,1-(2-(Ethylsulfonyl)ethyl)-2-methyl-5-nitroimidazole | Timidazole | Tinidazol | Tinidazole | Tinidazolum,HJLSLZFTEKNLFI-UHFFFAOYSA-N
DB00912,APRD00439,Repaglinide,135062-02-1,668Z8C33LU,Repaglinida | Repaglinide | Repaglinidum,FAEKWTJYAYMJKF-QHCPKHFHSA-N
DB00913,APRD00741,Anileridine,144-14-9,71Q1A3O279,1-[2-(4-aminophenyl)ethyl]-4-phenyl-4-piperidinecarboxlic acid ethyl ester | Anileridina | Anileridine | Anileridinum | ethyl 1-(2-(4-aminophenyl)ethyl)-4-phenyl-4-piperidinecarboxylate | ethyl 1-(4-aminophenethyl)-4-phenylisonipecotate | ethyl 1-(p-aminophenethyl)-4-phenylisonipecotate | N-(β-(p-aminophenyl)ethyl)-4-phenyl-4-carbethoxypiperidine | N-β-(p-aminophenyl)ethylnormeperidine,LKYQLAWMNBFNJT-UHFFFAOYSA-N
DB00914,APRD00511,Phenformin,114-86-3,DD5K7529CE,Fenformin | Fenformina | Phenformin | Phenformine | Phenforminum | β-Phenethybiguanide,ICFJFFQQTFMIBG-UHFFFAOYSA-N
DB00915,APRD00787,Amantadine,768-94-5,BF4C9Z1J53,1-adamantanamine | 1-adamantylamine | 1-aminoadamantane | Amantadina | Amantadine | Amantadinum | Amantidine | Aminoadamantane,DKNWSYNQZKUICI-UHFFFAOYSA-N
DB00916,APRD00631,Metronidazole,443-48-1,140QMO216E,1-(2-hydroxy-1-ethyl)-2-methyl-5-nitroimidazole | 1-(2-hydroxyethyl)-2-methyl-5-nitroimidazole | 1-(β-ethylol)-2-methyl-5-nitro-3-azapyrrole | 1-(β-hydroxyethyl)-2-methyl-5-nitroimidazole | 1-(β-oxyethyl)-2-methyl-5-nitroimidazole | 2-methyl-1-(2-hydroxyethyl)-5-nitroimidazole | 2-methyl-3-(2-hydroxyethyl)-4-nitroimidazole | 2-methyl-5-nitroimidazole-1-ethanol | Metronidazol | Métronidazole | Metronidazole | Metronidazolum,VAOCPAMSLUNLGC-UHFFFAOYSA-N
DB00917,APRD00927,Dinoprostone,363-24-6,K7Q1JQR04M,"(15S)-prostaglandin E2 | (5Z,11α,13E,15S)-11,15-dihydroxy-9-oxoprosta-5,13-dien-1-oic acid | (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate | (5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate | (E,Z)-(1R,2R,3R)-7-(3-Hydroxy-2-((3S)-(3-hydroxy-1-octenyl))-5-oxocyclopentyl)-5-heptenoic acid | (Z)-7-((1R,2R,3R)-3-hydroxy-2-((S,E)-3-hydroxyoct-1-enyl)-5-oxocyclopentyl)hept-5-enoic acid | Dinoproston | Dinoprostona | Dinoprostone | Dinoprostone Prostaglandin E2 | Dinoprostonum | PGE2 | Prostaglandin E2",XEYBRNLFEZDVAW-ARSRFYASSA-N
DB00918,APRD00169,Almotriptan,154323-57-6,1O4XL5SN61,1-(((3-(2-(Dimethylamino)ethyl)indol-5-yl)methyl)sulfonyl)pyrrolidine | Almotriptan,WKEMJKQOLOHJLZ-UHFFFAOYSA-N
DB00919,APRD01232,Spectinomycin,1695-77-8,93AKI1U6QF,Actinospectacina | Espectinomicina | SCM | Spectinomicina | Spectinomycin | Spectinomycine | Spectinomycinum,UNFWWIHTNXNPBV-WXKVUWSESA-N
DB00920,APRD01061,Ketotifen,34580-13-7,X49220T18G,Ketotifen | Ketotifene | Ketotifeno | Ketotifenum,ZCVMWBYGMWKGHF-UHFFFAOYSA-N
DB00921,APRD00670,Buprenorphine,52485-79-7,40D3SCR4GZ,"(−)-buprenorphine | 17-cyclopropylmethyl-4,5α-epoxy-7α-((S)-1-hydroxy-1,2,2-trimethylpropyl)-6-methoxy-6,14-endo-ethanomorphinan-3-ol | 2-(N-cyclopropylmethyl-4,5α-epoxy-3-hydroxy-6-methoxy-6,14-endo-ethanomorphinan-6α-yl)-3,3-dimethyl-2-butanol | 2-[3-cyclopropylmethyl-11-hydroxy-15-methoxy-(14R)-13-oxa-3-azahexacyclo[13.2.2.12,8.01,6.06,14.07,12]icosa-7,9,11-trien-16-yl]-3,3-dimethyl-2-butanol | 21-cyclopropyl-7α-[(S)-1-hydroxy-1,2,2-trimethylpropyl]-6,14-endo-ethano-6,7,8,14-tetrahydrooripavine | Buprenophine | Buprenorfina | Buprenorphine | Buprenorphinum",RMRJXGBAOAMLHD-IHFGGWKQSA-N
DB00922,APRD01296,Levosimendan,141505-33-1,C6T4514L4E,Lévosimendan | Levosimendan | Levosimendán | Levosimendanum,WHXMKTBCFHIYNQ-SECBINFHSA-N
DB00923,APRD00853,Ceforanide,60925-61-3,8M1YF8951V,"(6R,7R)-7-[[2-[2-(aminomethyl)phenyl]acetyl]amino]-3-[[1-(carboxymethyl)tetrazol-5-yl]sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid | 7-[O-(aminomethyl)phenylacetamido]-3-[[[1-(carboxymethyl)-1H-tetrazol-5-yl]thio]methyl]-3-cephem-4-carboxylic acid | 7β-[2-(aminomethyl)phenyl]acetamido-3-{[1-(carboxymethyl)-1H-tetrazol-5-yl]sulfanyl}methyl-3,4-didehydrocepham-4-carboxylic acid | Ceforanide | Ceforanido | Ceforanidum",SLAYUXIURFNXPG-CRAIPNDOSA-N
DB00924,APRD00213,Cyclobenzaprine,303-53-7,69O5WQQ5TI,"(3-Dibenzo[a,d]cyclohepten-5-ylidene-propyl)-dimethyl-amine | Ciclobenzaprina | Cyclobenzaprine | Cyclobenzaprinum | N,N-dimethyl-5H-dibenzo(a,d)cycloheptene-Δ5,γ-propylamine",JURKNVYFZMSNLP-UHFFFAOYSA-N
DB00925,APRD00651,Phenoxybenzamine,59-96-1,0TTZ664R7Z,Fenossibenzamina | Fenoxibenzamina | Phenoxybenzamine | Phenoxybenzaminum | POB,QZVCTJOXCFMACW-UHFFFAOYSA-N
DB00926,APRD00966,Etretinate,54350-48-0,65M2UDR9AG,Etretinate | etretinato,HQMNCQVAMBCHCO-DJRRULDNSA-N
DB00927,APRD00296,Famotidine,76824-35-6,5QZO15J2Z8,(1-Amino-3-(((2-((diaminomethylene)amino)-4-thiazolyl)methyl)thio)propylidene)sulfamide | 3-(((2-((Aminoiminomethyl)amino)-4-thiazolyl)methyl)thio)-N-(aminosulfonyl)propanimidamide | 3-(((2-((Diaminomethylene)amino)-4-thiazolyl)methyl)thio)-N(sup 2)-sulfamoylpropionamidine | Famotidina | Famotidine | Famotidinum | N-Sulfamoyl-3-((2-guanidinothiazol-4-yl)methylthio)propionamide,XUFQPHANEAPEMJ-UHFFFAOYSA-N
DB00928,APRD00809,Azacitidine,320-67-2,M801H13NRU,4-amino-1-beta-D-ribofuranosyl-s-triazin-2(1H)-one | 5-azacytidine | Azacitidina | Azacitidine | Azacitidinum | Azacytidine,NMUSYJAQQFHJEW-KVTDHHQDSA-N
DB00929,APRD00037 | DB05379,Misoprostol,59122-46-2,0E43V0BB57,Misoprostol | Misoprostolum,OJLOPKGSLYJEMD-URPKTTJQSA-N
DB00930,APRD00883,Colesevelam,182815-43-6,1XU104G55N,Colesevelam,
DB00931,APRD00137,Metacycline,914-00-1,IR235I7C5P,6-Demethyl-6-deoxy-5-hydroxy-6-methylenetetracycline | 6-Deoxy-6-demethyl-6-methylene-5-oxytetracycline | 6-Methylene-5-hydroxytetracycline | 6-Methylene-5-oxytetracycline | 6-Methyleneoxytetracycline | Metaciclina | Metacycline | Methacycline | Methacyclinum | Methylenecycline | Tri-methacycline,MHIGBKBJSQVXNH-IWVLMIASSA-N
DB00932,APRD01306,Tipranavir,174484-41-4,ZZT404XD09,Tipranavir,SUJUHGSWHZTSEU-FYBSXPHGSA-N
DB00933,APRD00610,Mesoridazine,5588-33-0,5XE4NWM740,10-(2-(1-Methyl-2-piperidyl)ethyl)-2-methylsulfinyl phenothiazine | 10-(2(1-Methyl-2-piperidyl)ethyl)-2-(methylsulfinyl)phenothiazine | 2-Methanesulfinyl-10-[2-(1-methyl-piperidin-2-yl)-ethyl]-10H-phenothiazine | Mesoridazina | Mesoridazine | Mesoridazinum | Thioridazine 2-sulfoxide | Thioridazine thiomethyl sulfoxide | Thioridazine-2-sulfoxide,SLVMESMUVMCQIY-UHFFFAOYSA-N
DB00934,APRD00747,Maprotiline,10262-69-8,2U1W68TROF,Maprotilina | Maprotiline | Maprotilinum | Maprotylina,QSLMDECMDJKHMQ-UHFFFAOYSA-N
