drug_code,drug_name,side_effect_code,side_effect_name
CID000002162,Amlodipine,C0858911,Blood Pressure Immeasurable
CID000002162,Amlodipine,C0035869,Rotavirus Infection
CID000002162,Amlodipine,C0151811,Subcutaneous Nodule
CID000002162,Amlodipine,C0700590,Hyperhidrosis
CID000004594,Omeprazole,C0856054,Mental Status Changes
CID000004594,Omeprazole,C0043515,Gastrinoma
CID000004594,Omeprazole,C0264733,Dilatation Ventricular
CID000004594,Omeprazole,C0027720,Nephrotic Syndrome
CID000004594,Omeprazole,C0026636,Oral Disorder
CID000004594,Omeprazole,C0558401,Skin Laceration
CID000004594,Omeprazole,C0852091,Bone Disorder
CID000004594,Omeprazole,C0007435,Central Venous Catheterisation
CID000004594,Omeprazole,C0920184,Gastric Polyps
CID000004594,Omeprazole,C0241136,Pain Of Skin
CID000004594,Omeprazole,C0476436,Culture Wound Positive
CID000004594,Omeprazole,C2242642,Engraft Failure
CID000004594,Omeprazole,C0700361,Emotional Distress
CID000004594,Omeprazole,C0948344,Escherichia Urinary Tract Infection
CID000004594,Omeprazole,C0740314,Ultrasound Breast Abnormal
CID000004594,Omeprazole,C0040440,Tooth Extraction
CID000004594,Omeprazole,C0151878,Electrocardiogram Qt Prolonged
CID000004594,Omeprazole,C0455899,Pharyngeal Erythema
CID000004594,Omeprazole,C0022410,Joint Instability
CID000004594,Omeprazole,C2830004,Somnolence
CID000004594,Omeprazole,C0860239,Catheter Related Infection
CID000004594,Omeprazole,C1963899,Gastroduodenitis
CID000004594,Omeprazole,C0742906,C-Reactive Protein Increased
CID000004594,Omeprazole,C0271207,Hemianopia
CID000004594,Omeprazole,C0948238,Erectile Dysfunction
CID000004594,Omeprazole,C0151729,Immunoglobulins Increased
CID000004594,Omeprazole,C0039496,Temporomandibular Joint Syndrome
CID000004594,Omeprazole,C0158439,Osteitis Deformans
CID000004594,Omeprazole,C0520817,Physical Disability
CID000004594,Omeprazole,C0158266,Intervertebral Disc Degeneration
CID000004594,Omeprazole,C0007273,Carotid Artery Disease
CID000004594,Omeprazole,C0038941,Postoperative Wound Infection
CID000004594,Omeprazole,C0311337,Metatarsalgia
CID000004594,Omeprazole,C0042075,Urinary Tract Disorder
CID000004594,Omeprazole,C0344720,Left Atrial Dilatation
CID000004594,Omeprazole,C0241883,Epstein-Barr Virus Antibody Positive
CID000004594,Omeprazole,C0400821,Colitis Microscopic
CID000004594,Omeprazole,C2242544,Congenital Tricuspid Valve Incompetence
CID000004594,Omeprazole,C0423729,Painful Respiration
CID000004594,Omeprazole,C0238665,Antithrombin Iii Decreased
CID000004594,Omeprazole,C0853692,Blood Triglycerides Increased
CID000004594,Omeprazole,C0221745,Depression Suicidal
CID000004594,Omeprazole,C0522336,Eye Rolling
CID000004594,Omeprazole,C1963781,Neurosensory Hypoacusis
CID000004594,Omeprazole,C0232493,Abdominal Pain Upper
CID000004594,Omeprazole,C1096075,Enterococcal Infection
CID000004594,Omeprazole,C1504561,Hypophagia
CID000004594,Omeprazole,C0948074,Mitral Valve Sclerosis
CID000004594,Omeprazole,C0851341,Infestation
CID000004594,Omeprazole,C0520589,Vulvovaginal Dryness
CID000004594,Omeprazole,C1868718,Coronary Artery Restenosis
CID000004594,Omeprazole,C0158619,Congenital Mitral Valve Incompetence
CID000004594,Omeprazole,C1536011,Wrong Technique In Drug Usage Process
CID000004594,Omeprazole,C1536017,Food Interaction
CID000004594,Omeprazole,C0024887,Mastectomy
CID000004594,Omeprazole,C0547030,Visual Impairment
CID000004594,Omeprazole,C0015397,Disorder Of Globe
CID000004594,Omeprazole,C1141873,Biliary Sepsis
CID000004594,Omeprazole,C0302295,Rash
CID000004594,Omeprazole,C0278493,Breast Cancer Recurrent
CID000004594,Omeprazole,C0001807,Aggression
CID000004594,Omeprazole,C1963878,Bloody Peritoneal Effluent
CID000004594,Omeprazole,C0869219,Speech Disorder
CID000004594,Omeprazole,C1610066,Urinary Tract Inflammation
CID000004594,Omeprazole,C0852810,Blood Creatinine Decreased
CID000004594,Omeprazole,C0877027,Joint Range Of Motion Decreased
CID000004594,Omeprazole,C0877020,Anti-Erythropoietin Antibody Positive
CID000004594,Omeprazole,C0346979,Metastases To Bone Marrow
CID000004594,Omeprazole,C0242350,Erectile Dysfunction
CID000004594,Omeprazole,C0149771,Rectocele
CID000004594,Omeprazole,C0521542,Brain Stem Infarction
CID000004594,Omeprazole,C0851564,Immune System Disorder
CID000004594,Omeprazole,C0234632,Visual Acuity Reduced
CID000004594,Omeprazole,C1610082,Occult Blood Positive
CID000004594,Omeprazole,C0278134,Sensory Loss
CID000004594,Omeprazole,C0023222,Pain In Extremity
CID000004594,Omeprazole,C1619712,Procedural Pain
CID000004594,Omeprazole,C0085632,Flat Affect
CID000004594,Omeprazole,C0158281,Cervicobrachial Syndrome
CID000004594,Omeprazole,C0948322,Radiotherapy
CID000004594,Omeprazole,C0013238,Lacrimation Decreased
CID000004594,Omeprazole,C1142474,Metastatic Neoplasm
CID000004594,Omeprazole,C0151994,Uterine Enlargement
CID000004594,Omeprazole,C0239729,Genital Rash
CID000004594,Omeprazole,C1141930,Post Procedural Complication
CID000004594,Omeprazole,C2609041,Mechanical Urticaria
CID000004594,Omeprazole,C0011331,Dental Care
CID000004594,Omeprazole,C0009450,Infection
CID000004594,Omeprazole,C0021053,Immune System Disorder
CID000004594,Omeprazole,C0549453,Traumatic Haematoma
CID000004594,Omeprazole,C0852911,Blood Alkaline Phosphatase Increased
CID000004594,Omeprazole,C0151662,Gamma-Glutamyltransferase Increased
CID000004594,Omeprazole,C0241697,Vitamin B12 Decreased
CID000004594,Omeprazole,C1096197,Immune Reconstitution Syndrome
CID000004594,Omeprazole,C0006285,Bronchopneumonia
CID000004594,Omeprazole,C0151691,High Density Lipoprotein Decreased
CID000004594,Omeprazole,C0204324,Dental Operation
CID000004594,Omeprazole,C0948713,Bone Erosion
CID000004594,Omeprazole,C0019064,Pericardial Haemorrhage
CID000004594,Omeprazole,C0856812,Haemolysis
CID000004594,Omeprazole,C0333313,Primary Sequestrum
CID000004594,Omeprazole,C0859832,Monoplegia
CID000004594,Omeprazole,C0028961,Oliguria
CID000004594,Omeprazole,C0855978,Blood Folate
CID000004594,Omeprazole,C0853727,Small Intestinal Ulcer Haemorrhage
CID000004594,Omeprazole,C0154723,Migraine With Aura
CID000004594,Omeprazole,C1168267,Hyperventilation
CID000004594,Omeprazole,C0854372,Mastication Disorder
CID000004594,Omeprazole,C0337364,Lesion Excision
CID000004594,Omeprazole,C0851353,Blood And Lymphatic System Disorders
CID000004594,Omeprazole,C0426747,Anal Haemorrhage
CID000004594,Omeprazole,C0948048,Malignant Neoplasm Progression
CID000004594,Omeprazole,C0851354,Ear And Labyrinth Disorders
CID000004594,Omeprazole,C0238074,Cor Pulmonale Chronic
CID000004594,Omeprazole,C0476393,Brain Scan Abnormal
CID000004594,Omeprazole,C0852318,Ligament Disorder
CID000004594,Omeprazole,C0948691,Cerebral Aspergillosis
CID000004594,Omeprazole,C0009460,Communication Disorder
CID000004594,Omeprazole,C0235266,Eye Irritation
CID000004594,Omeprazole,C0700590,Hyperhidrosis
CID000004594,Omeprazole,C0858677,Nephritis Allergic
CID000004594,Omeprazole,C0947900,Iron Metabolism Disorder
CID000004594,Omeprazole,C0242339,Dyslipidaemia
CID000004594,Omeprazole,C0040441,Tooth Fracture
CID000004594,Omeprazole,C1096124,Meniscus Lesion
CID000004594,Omeprazole,C0522178,Self-Injurious Ideation
CID000004594,Omeprazole,C0038325,Erythema Multiforme
CID000004594,Omeprazole,C0239295,Oesophageal Candidiasis
CID000004594,Omeprazole,C0042023,Pollakiuria
CID000004594,Omeprazole,C0234146,Areflexia
CID000004594,Omeprazole,C0576416,Pelvic Deformity
CID000004594,Omeprazole,C1167709,Epidermal Necrosis
CID000004594,Omeprazole,C0438142,Urine Analysis Abnormal
CID000004594,Omeprazole,C0178417,Anhedonia
CID000004594,Omeprazole,C0376405,Treatment Noncompliance
CID000004594,Omeprazole,C0948525,Musculoskeletal Stiffness
CID000004594,Omeprazole,C0027765,Nervous System Disorder
CID000004594,Omeprazole,C0521849,Drug Interaction
CID000004594,Omeprazole,C3665347,Visual Impairment
CID000004594,Omeprazole,C0029529,Calculus Bladder
CID000004594,Omeprazole,C1168170,Poor Dental Condition
CID000004594,Omeprazole,C0520600,Cardio-Respiratory Arrest
CID000004594,Omeprazole,C0017178,Gastrointestinal Disorder
CID000004594,Omeprazole,C0185221,Bone Debridement
CID000004594,Omeprazole,C0004936,Mental Disorder
CID000004594,Omeprazole,C0029453,Osteopenia
CID000004594,Omeprazole,C0023066,Laryngospasm
CID000004594,Omeprazole,C0241060,Dermal Cyst
CID000004594,Omeprazole,C1261300,Cystocele
CID000004594,Omeprazole,C2242595,Mucosal Atrophy
CID000004594,Omeprazole,C0343886,Gastrointestinal Candidiasis
CID000004594,Omeprazole,C0239134,Productive Cough
CID000004594,Omeprazole,C0857093,Hepatic Enzyme Increased
CID000004594,Omeprazole,C0450027,Accidental Exposure
CID000004594,Omeprazole,C0399459,Oral Discomfort
CID000004594,Omeprazole,C0014068,Encephalomalacia
CID000004594,Omeprazole,C0242698,Left Ventricular Dysfunction
CID000004594,Omeprazole,C0542525,Tongue Injury
CID000004594,Omeprazole,C0220870,Dizziness
CID000004594,Omeprazole,C0013481,Ebstein'S Anomaly
CID000004594,Omeprazole,C1535973,Bone Fragmentation
CID000004594,Omeprazole,C0085576,Microcytic Anaemia
CID000004594,Omeprazole,C0037317,Sleep Disorder
CID000004594,Omeprazole,C0235315,Faeces Discoloured
CID000004594,Omeprazole,C0949690,Spinal Osteoarthritis
CID000004594,Omeprazole,C0949691,Spondyloarthropathy
CID000004594,Omeprazole,C0155938,Malocclusion
CID000004594,Omeprazole,C1565489,Renal Failure
CID000004594,Omeprazole,C0740306,Biopsy Breast Abnormal
CID000004594,Omeprazole,C0349506,Photosensitivity Reaction
CID000004594,Omeprazole,C0151736,Injury
CID000004594,Omeprazole,C1697540,Infusion Site Mobility Decreased
CID000004594,Omeprazole,C0751711,Optic Ischaemic Neuropathy
CID000004594,Omeprazole,C0600028,Loose Tooth
CID000004594,Omeprazole,C0005940,Bone Disorder
CID000004594,Omeprazole,C0856120,Multiple Sclerosis Relapse
CID000004594,Omeprazole,C2004489,Regurgitation
CID000004594,Omeprazole,C0012739,Disseminated Intravascular Coagulation
CID000004594,Omeprazole,C0160059,Joint Sprain
CID000004594,Omeprazole,C0155652,Acute Myocardial Infarction
CID000004594,Omeprazole,C0853347,Venous Thrombosis Limb
CID000004594,Omeprazole,C0858668,Micturition Frequency Decreased
CID000004594,Omeprazole,C0700632,Endodontic Procedure
CID000004594,Omeprazole,C0185240,Bone Lesion
CID000004594,Omeprazole,C0151596,Tongue Discolouration
CID000004594,Omeprazole,C0151905,Alanine Aminotransferase Increased
CID000004594,Omeprazole,C0267792,Hepatobiliary Disease
CID000004594,Omeprazole,C1276801,Erysipeloid
CID000004594,Omeprazole,C0579121,Diabetes Mellitus Inadequate Control
CID000004594,Omeprazole,C0152098,Coeliac Artery Compression Syndrome
CID000004594,Omeprazole,C0948603,Post Procedural Cellulitis
CID000004594,Omeprazole,C0740343,Mononeuropathy
CID000004594,Omeprazole,C1142133,Adnexa Uteri Mass
CID000004594,Omeprazole,C1735590,Autoimmune Inner Ear Disease
CID000004594,Omeprazole,C0748390,Retroperitoneal Lymphadenopathy
CID000004594,Omeprazole,C0264267,Nasal Ulcer
CID000004594,Omeprazole,C0027540,Necrosis
CID000004594,Omeprazole,C0919597,Fear Of Eating
CID000004594,Omeprazole,C0011079,Debridement
CID000004594,Omeprazole,C0242891,Tooth Injury
CID000004594,Omeprazole,C0270549,Generalised Anxiety Disorder
CID000004594,Omeprazole,C0178298,Skin Disorder
CID000004594,Omeprazole,C1167765,Wound Infection Staphylococcal
CID000004594,Omeprazole,C0013378,Dysgeusia
CID000004594,Omeprazole,C0034103,Pulpitis Dental
CID000004594,Omeprazole,C0577659,Axillary Pain
CID000004594,Omeprazole,C0188413,Foot Operation
CID000004594,Omeprazole,C0188412,Ankle Operation
CID000004594,Omeprazole,C0746883,Febrile Neutropenia
CID000002405,Bisoprolol,C0155862,Pneumonia Streptococcal
CID000002405,Bisoprolol,C0235522,Vein Disorder
CID000002405,Bisoprolol,C1264517,Wound
CID000002405,Bisoprolol,C0231530,Muscle Twitching
CID000002405,Bisoprolol,C0235996,Hepatic Enzyme
CID000002405,Bisoprolol,C0234238,Pain
CID000002405,Bisoprolol,C0020639,Hypoproteinaemia
CID000002405,Bisoprolol,C1096131,Csf Monocyte Count Increased
CID000002405,Bisoprolol,C0271119,Iris Cyst
CID000002405,Bisoprolol,C2607914,Rhinitis Allergic
CID000002405,Bisoprolol,C0877211,General Physical Health Deterioration
CID000002405,Bisoprolol,C0340464,Extrasystoles
CID000002405,Bisoprolol,C0032788,Operative Haemorrhage
CID000002405,Bisoprolol,C0193446,Cholelithotomy
CID000002405,Bisoprolol,C0271355,Vith Nerve Disorder
CID000002405,Bisoprolol,C0235822,Toxicity To Various Agents
CID000002405,Bisoprolol,C3665386,Visual Impairment
CID000002405,Bisoprolol,C0155091,Corneal Abscess
CID000002405,Bisoprolol,C0018772,Hearing Impaired
CID000002405,Bisoprolol,C0027765,Nervous System Disorder
CID000002405,Bisoprolol,C0521849,Drug Interaction
CID000002405,Bisoprolol,C0277885,Blood Pressure Systolic Decreased
CID000002405,Bisoprolol,C0476273,Respiratory Distress
CID000002405,Bisoprolol,C1096058,Urine Albumin/Creatinine Ratio
CID000002405,Bisoprolol,C0239981,Hypoalbuminaemia
CID000002405,Bisoprolol,C0520600,Cardio-Respiratory Arrest
CID000002405,Bisoprolol,C0233407,Disorientation
CID000002405,Bisoprolol,C0151942,Arterial Thrombosis
CID000002405,Bisoprolol,C0017178,Gastrointestinal Disorder
CID000002405,Bisoprolol,C0160345,Gastrointestinal Injury
CID000002405,Bisoprolol,C0520887,Electrocardiogram St Segment Depression
CID000002405,Bisoprolol,C0948008,Ischaemic Stroke
CID000002405,Bisoprolol,C0235560,Respiratory Tract Haemorrhage
CID000002405,Bisoprolol,C0741453,Bedridden
CID000002405,Bisoprolol,C0854104,Eosinophil Count Decreased
CID000002405,Bisoprolol,C0333559,Lacunar Infarction
CID000002405,Bisoprolol,C0948257,Immunosuppressant Drug Level
CID000002405,Bisoprolol,C0235296,Abdominal Pain Upper
CID000002405,Bisoprolol,C1096117,Off Label Use
CID000002405,Bisoprolol,C0852057,Arterial Disorder
CID000002405,Bisoprolol,C1328381,Chronic Left Ventricular Failure
CID000002405,Bisoprolol,C0262988,Cutaneous Vasculitis
CID000002405,Bisoprolol,C0158619,Congenital Mitral Valve Incompetence
CID000002405,Bisoprolol,C0349782,Ischaemic Cardiomyopathy
CID000002405,Bisoprolol,C0151975,Ileal Ulcer
CID000002405,Bisoprolol,C0547030,Visual Impairment
CID000002405,Bisoprolol,C0015397,Disorder Of Globe
CID000002405,Bisoprolol,C0332579,Lividity
CID000002405,Bisoprolol,C0877009,Muscle Fibrosis
CID000002405,Bisoprolol,C0264886,Conduction Disorder
CID000002405,Bisoprolol,C0011946,Dialysis
CID000002405,Bisoprolol,C0016642,Internal Fixation Of Fracture
CID000002405,Bisoprolol,C0007398,Catatonia
CID000002405,Bisoprolol,C0156185,Abscess Intestinal
CID000002405,Bisoprolol,C0852648,Contraindication To Medical Treatment
CID000002405,Bisoprolol,C1112653,Angioplasty
CID000002405,Bisoprolol,C0600142,Menopausal Symptoms
CID000002405,Bisoprolol,C1141877,Anticonvulsant Drug Level Increased
CID000002405,Bisoprolol,C0262476,Lacrimation Increased
CID000002405,Bisoprolol,C0745528,Klebsiella Sepsis
CID000002405,Bisoprolol,C0438717,Transaminases Increased
CID000002405,Bisoprolol,C1293110,Benign Tumour Excision
CID000002405,Bisoprolol,C2364111,Ageusia
CID000002405,Bisoprolol,C0153678,Metastases To Pleura
CID000002405,Bisoprolol,C0235490,Peripheral Ischaemia
CID000002405,Bisoprolol,C0235492,Raynaud'S Phenomenon
CID000002405,Bisoprolol,C0427108,Balance Disorder
CID000002405,Bisoprolol,C0151626,Toxic Epidermal Necrolysis
CID000002405,Bisoprolol,C0151603,Generalised Oedema
CID000002405,Bisoprolol,C0268104,Purine Metabolism Disorder
CID000002405,Bisoprolol,C1869076,Clostridial Infection
CID000002405,Bisoprolol,C0242966,Sepsis Syndrome
CID000002405,Bisoprolol,C0852947,Scratch
CID000002405,Bisoprolol,C0851748,Gastric Disorder
CID000002405,Bisoprolol,C0919874,Post Procedural Haemorrhage
CID000002405,Bisoprolol,C0206160,Reticulocytosis
CID000002405,Bisoprolol,C0919879,Intestinal Fistula
CID000002405,Bisoprolol,C0521542,Brain Stem Infarction
CID000002405,Bisoprolol,C1112565,Pneumatosis
CID000002405,Bisoprolol,C1112564,Myopericarditis
CID000002405,Bisoprolol,C1096403,Ejection Fraction Decreased
CID000002405,Bisoprolol,C0021931,Feeding Tube Insertion
CID000002405,Bisoprolol,C0034628,Radius Fracture
CID000002405,Bisoprolol,C0861143,Granulocyte Count Decreased
CID000002405,Bisoprolol,C0004936,Mental Disorder
CID000002405,Bisoprolol,C0340517,Atrial Thrombosis
CID000002405,Bisoprolol,C0270932,Polyneuropathy In Malignant Disease
CID000002405,Bisoprolol,C0333577,Cholesterosis
CID000002405,Bisoprolol,C0235536,Asphyxia
CID000002405,Bisoprolol,C0851744,Hepatocellular Damage
CID000002405,Bisoprolol,C0035229,Respiratory Failure
CID000002405,Bisoprolol,C0011644,Scleroderma
CID000002405,Bisoprolol,C1963819,Bilirubin Conjugated Abnormal
CID000002405,Bisoprolol,C0085633,Mood Altered
CID000002405,Bisoprolol,C1328519,Retinal Pigment Epithelial Tear
CID000002405,Bisoprolol,C1704320,Glomerulonephritis Minimal Lesion
CID000002405,Bisoprolol,C0235039,Pallor
CID000002405,Bisoprolol,C0349506,Photosensitivity Reaction
CID000002405,Bisoprolol,C0242231,Coronary Artery Stenosis
CID000002405,Bisoprolol,C0852020,Gastrointestinal Necrosis
CID000002405,Bisoprolol,C0020580,Hypoaesthesia
CID000002405,Bisoprolol,C2939062,Respiratory Tract Oedema
CID000002405,Bisoprolol,C0852282,Respiratory Disorder
CID000002405,Bisoprolol,C0948089,Acute Coronary Syndrome
CID000002405,Bisoprolol,C1142474,Metastatic Neoplasm
CID000002405,Bisoprolol,C0948086,Intestinal Mucosal Hypertrophy
CID000002405,Bisoprolol,C1697788,Carbon Monoxide Diffusing Capacity Decreased
CID000002405,Bisoprolol,C0919799,Heparin-Induced Thrombocytopenia
CID000002405,Bisoprolol,C0037822,Speech Disorder
CID000002405,Bisoprolol,C0600028,Loose Tooth
CID000002405,Bisoprolol,C0812387,Feeling Cold
CID000002405,Bisoprolol,C0877097,Application Site Vesicles
CID000002405,Bisoprolol,C0009450,Infection
CID000002405,Bisoprolol,C0032339,Congenital Poikiloderma
CID000002405,Bisoprolol,C0151539,Blood Urea Increased
CID000002405,Bisoprolol,C0023066,Laryngospasm
CID000002405,Bisoprolol,C0853643,Concomitant Disease Aggravated
CID000002405,Bisoprolol,C1274594,Lichenoid Keratosis
CID000002405,Bisoprolol,C0546817,Fluid Overload
CID000002405,Bisoprolol,C0522776,Stent Placement
CID000002405,Bisoprolol,C1456822,Intermittent Claudication
CID000002405,Bisoprolol,C1535939,Pneumocystis Jiroveci Pneumonia
CID000002405,Bisoprolol,C0015393,Eye Disorder
CID000002405,Bisoprolol,C0853347,Venous Thrombosis Limb
CID000002405,Bisoprolol,C0877558,Upper Respiratory Tract Inflammation
CID000002405,Bisoprolol,C0858640,Rales
CID000002405,Bisoprolol,C1328379,Bronchoalveolar Lavage Abnormal
CID000002405,Bisoprolol,C0151907,Skin Discolouration
CID000002405,Bisoprolol,C0854775,Pancreatic Carcinoma Metastatic
CID000002405,Bisoprolol,C1536001,Incorrect Drug Administration Duration
CID000002405,Bisoprolol,C0151905,Alanine Aminotransferase Increased
CID000002405,Bisoprolol,C0267792,Hepatobiliary Disease
